Account_Length;Vmail_Message;Day_Mins;Eve_Mins;Night_Mins;Intl_Mins;CustServ_Calls;Churn;Intl_Plan;Vmail_Plan;Day_Calls;Day_Charge;Eve_Calls;Eve_Charge;Night_Calls;Night_Charge;Intl_Calls;Intl_Charge;State;Area_Code;Phone
160;0;7;196;11;0;1;0;0;0;90;29.95;115;1;95;1;4;0;NV;415;333-3531
129;37;205;7;185;0;1;0;0;1;94;34.85;103;1;81;0;8;0;WI;415;333-8954
93;0;11;223;11;0;3;1;0;0;114;2;74;1;90;1;3;0;AL;408;374-9203
169;0;7;7;10;0;2;0;0;0;111;1;130;1;92;0;6;0;HI;415;334-3289
58;0;6;8;9;1;1;0;0;0;145;1;105;1;108;0;3;0;MO;415;353-7822
75;38;7;6;14;1;3;0;0;1;132;27.81;113;1;115;1;3;0;CA;510;350-1422
45;0;9;6;9;1;1;0;0;0;71;1;94;1;125;0;13;0;MO;408;385-8406
155;0;7;8;3;0;3;0;0;0;108;1;103;1;108;0;4;0;CT;510;380-7277
52;0;9;7;6;0;4;0;0;0;114;35.67;82;1;119;0;9;0;MD;415;352-1798
119;27;9;11;6;0;0;0;0;1;128;2;133;1;80;0;3;3;OH;415;385-7922
86;0;6;6;9;0;1;0;0;0;72;1;95;1;91;0;5;0;NV;510;353-7730
42;0;8;10;6;4;0;0;0;0;89;1;123;1;105;0;7;0;MD;408;337-7163
127;0;8;9;10;0;2;0;1;0;114;30.75;118;1;105;0;4;2;NE;510;348-5567
123;0;105;10;258;1;0;0;0;0;150;1;90;1;93;1;5;0;OH;408;420-9575
98;0;11;8;12;0;4;1;0;0;119;2;102;1;118;1;6;3;MA;510;366-3358
149;43;9;7;10;0;1;0;0;1;79;1;122;1;80;0;3;0;OK;510;359-9972
160;0;7;236;13;0;1;0;0;0;109;1;117;1;77;1;1;0;MA;408;387-3332
103;0;9;6;9;0;5;0;0;0;107;34.83;102;0;106;0;3;0;WA;415;354-6960
132;15;6;10;6;0;1;0;0;1;128;1;106;1;90;0;4;0;HI;415;405-3335
137;0;127;13;6;0;1;0;0;0;107;1;75;1;127;0;2;0;CO;415;379-4257
129;0;11;9;5;0;1;0;1;0;78;2;85;1;146;0;4;0;FL;415;355-4992
62;0;281;7;3;0;1;0;0;0;66;47.77;108;1;74;0;0;0;WI;415;383-6373
122;33;11;9;7;0;4;0;0;1;96;2;110;1;104;0;8;0;ID;510;382-7993
32;0;7;8;8;0;1;0;0;0;82;1;102;1;64;0;7;0;WY;408;422-5865
86;0;5;8;12;0;3;0;0;0;82;1;120;1;119;1;8;0;GA;510;410-9961
130;0;7;12;5;0;1;0;0;0;113;27.68;111;24.68;140;0;3;0;FL;415;343-9946
42;0;6;11;45;8;1;0;0;0;84;24.87;113;1;117;0;12;0;WY;408;357-7060
73;0;11;6;6;15;2;0;0;0;85;2;80;1;102;0;7;0;DE;415;355-9541
66;26;11;10;8;0;2;0;0;1;108;2;135;1;95;0;3;0;ME;408;378-4145
103;31;4;8;8;0;0;0;0;1;124;1;104;1;98;0;3;0;DC;510;386-2317
128;0;7;11;270;0;1;0;0;0;75;27;91;1;77;1;7;0;IA;408;335-8146
104;0;8;10;10;0;2;0;0;0;113;1;85;1;104;0;4;0;CO;415;377-2235
103;0;8;2;7;1;0;0;0;0;112;33.75;90;0;124;0;5;0;MN;415;386-9141
124;0;7;10;7;12;0;0;0;0;72;1;134;1;91;0;2;0;VT;415;416-5623
87;0;5;7;9;0;1;0;0;0;91;1;115;1;131;0;5;0;AZ;510;327-3053
109;27;7;9;8;1;1;1;0;1;85;1;92;1;97;0;4;0;LA;415;395-6195
167;0;10;3;7;0;2;0;1;0;91;41.62;105;0;110;0;3;0;MO;415;397-8772
97;0;5;7;8;0;4;1;0;0;96;1;101;1;63;0;3;0;ME;510;346-7656
106;0;7;210;8;0;2;0;0;0;118;1;101;1;93;0;3;0;MD;415;343-2350
125;0;5;6;9;1;2;0;0;0;113;1;131;1;112;0;7;0;VT;415;372-4722
108;35;9;8;8;1;0;0;0;1;106;2;107;1;107;0;7;0;DC;408;399-8615
125;0;6;9;11;8;1;0;0;0;132;1;126;1;77;1;2;0;WY;415;379-8248
89;32;9;10;9;0;1;0;0;1;113;35.68;104;1;92;0;7;0;VA;415;414-6219
72;29;6;6;221;0;0;0;1;1;114;1;91;1;88;0;6;0;VA;510;387-1343
23;0;13;10;6;0;2;1;0;0;107;54.67;115;1;158;0;3;0;CT;510;370-5527
149;0;7;9;9;0;7;0;0;0;61;1;107;1;131;0;6;0;HI;510;393-8736
73;0;9;8;7;0;0;0;0;0;90;2;78;1;112;0;8;0;WI;415;402-7626
61;0;260;9;10;9;1;1;0;0;123;2;127;1;70;0;3;0;MD;415;370-2688
161;0;8;3;9;1;4;1;0;0;113;32.62;87;0;107;0;4;0;WV;415;418-9036
73;0;213;8;6;1;0;0;0;0;95;2;104;1;89;0;3;0;VT;408;417-2035
118;24;5;5;10;1;1;0;0;1;83;1;72;0;73;0;2;0;UT;415;355-3602
23;0;8;7;9;15;6;0;0;0;89;1;108;1;73;0;4;0;CO;408;393-4027
127;25;3;7;11;0;0;0;0;1;95;1;109;1;104;1;6;0;NC;415;418-5141
42;32;7;7;8;0;0;0;0;1;80;27.85;123;1;106;0;5;0;NJ;415;406-1247
118;0;11;13;9;1;5;1;0;0;145;2;121;26.89;91;0;11;0;AR;415;402-3892
45;0;7;5;163;0;2;0;0;0;91;1;86;0;93;0;3;0;IA;510;332-2965
50;24;9;12;13;0;1;0;0;1;129;2;55;24.63;130;1;4;0;GA;408;377-1218
179;0;12;288;266;0;0;1;0;0;123;48.84;114;1;112;1;4;0;MO;510;355-2464
152;0;4;6;8;0;2;0;0;0;122;1;87;1;124;0;3;0;MO;408;404-4611
105;0;4;12;10;1;2;0;0;0;74;1;125;1;113;0;5;0;WY;415;373-2339
72;0;5;5;12;0;0;0;0;0;97;1;96;0;84;1;6;0;HI;415;410-3503
52;0;9;217;14;0;1;0;0;0;67;2;108;1;130;1;2;0;PA;408;410-4739
125;0;8;5;8;11;1;0;0;0;110;1;97;0;113;0;4;0;TX;415;365-3562
143;0;5;169;7;0;1;0;0;0;113;1;59;1;94;0;2;0;VA;510;387-7641
65;0;111;9;202;0;1;0;0;0;51;1;84;1;89;0;14;0;RI;415;385-9744
80;0;10;6;15;0;1;0;0;0;121;40.78;51;1;106;1;5;0;WI;415;398-5006
1;0;6;5;9;1;1;0;0;0;107;24.62;66;0;79;0;3;0;MS;415;408-3977
60;0;6;9;204;0;1;0;0;0;134;1;85;1;103;0;4;0;KY;408;334-2729
43;0;4;3;8;0;1;0;0;0;134;1;103;0;79;0;2;0;NC;415;334-7685
143;0;9;4;7;14;0;0;0;0;127;1;80;0;90;0;6;0;NV;415;350-9228
81;24;5;196;6;0;0;0;0;1;117;1;61;1;123;0;5;0;UT;415;407-5774
205;24;7;155;8;0;2;0;0;1;139;29.89;98;1;64;0;5;0;ME;510;413-4039
24;0;10;6;9;0;1;0;0;0;104;2;112;1;105;0;5;0;HI;415;343-2077
74;0;6;10;11;0;0;0;0;0;106;1;105;1;114;1;4;0;OH;415;336-5661
77;0;3;8;10;12;1;0;0;0;68;0;86;1;137;0;2;0;WV;510;355-4143
74;0;8;13;6;10;1;0;0;0;87;1;105;1;118;0;2;0;OK;415;366-5918
74;0;5;9;9;1;1;1;1;0;103;1;96;1;143;0;4;0;KY;510;368-7555
200;0;5;6;7;0;1;0;0;0;87;1;105;0;123;0;2;0;AL;408;408-2119
86;0;9;223;11;13;4;0;0;0;88;2;107;1;92;0;3;0;MD;408;329-2789
91;37;7;10;12;0;0;0;0;1;107;1;115;1;94;1;4;0;NE;510;334-1508
76;0;9;6;8;0;2;0;0;0;121;2;97;1;74;0;2;0;DC;415;337-1506
130;0;5;8;11;1;1;0;0;0;127;1;52;1;107;1;2;0;TX;415;396-8400
56;0;4;7;13;0;2;0;0;0;90;1;115;1;89;1;8;0;OH;408;349-2654
117;0;7;10;9;1;0;0;0;0;137;1;107;1;106;0;4;0;DE;415;417-2716
63;0;6;12;10;0;2;0;0;0;81;1;115;1;85;0;5;0;IA;510;402-1725
126;0;9;6;9;0;0;0;0;0;88;2;114;1;110;0;2;0;VT;415;403-3229
132;0;8;9;272;1;1;0;0;0;107;32.62;127;1;88;1;2;0;OR;510;353-6056
81;28;7;8;193;0;4;1;0;1;147;1;105;1;103;0;6;0;NV;415;399-9802
122;0;180;145;10;0;2;0;0;0;88;1;77;1;120;0;6;0;NC;415;366-7069
46;0;11;11;9;1;2;1;0;0;67;43.76;91;1;107;0;5;0;NJ;408;332-5949
150;28;7;7;8;11;1;0;0;1;75;29.65;80;1;130;0;4;0;MN;415;393-6376
99;0;7;6;11;0;1;0;0;0;83;1;121;1;114;0;3;0;ID;408;354-7025
87;0;10;9;7;11;1;0;0;0;124;2;87;1;81;0;3;0;AL;408;351-6585
108;0;103;10;7;0;1;0;0;0;129;1;103;1;89;0;3;0;AK;415;330-5462
101;0;6;234;8;0;4;0;0;0;89;1;89;1;77;0;2;0;VT;415;407-2292
53;0;9;7;6;0;3;0;0;0;86;34.87;95;1;142;0;2;0;PA;415;340-3011
132;39;7;8;9;0;2;0;0;1;93;29.87;94;1;118;0;3;0;AK;415;345-9153
158;0;6;9;221;0;2;0;0;0;123;1;112;1;116;0;8;0;CA;510;379-5503
114;34;6;9;9;0;0;0;0;1;109;1;142;1;103;0;5;0;MS;415;389-6790
77;23;9;8;9;0;2;0;0;1;73;35.65;63;1;111;0;3;0;AR;415;408-3610
144;0;150;12;8;0;0;0;1;0;69;1;73;1;121;0;15;0;NV;415;375-8238
91;23;10;186;8;1;3;0;0;1;97;2;88;1;128;0;3;0;AL;510;378-5633
58;0;7;5;8;1;2;0;0;0;100;1;87;0;118;0;5;0;GA;408;389-9120
5;0;8;8;214;1;3;0;0;0;106;33.86;12;1;85;0;3;0;AR;415;380-2758
97;0;9;13;6;0;0;0;0;0;81;36.99;51;1;110;0;3;0;MA;408;402-2728
107;0;9;6;9;0;3;0;0;0;95;2;88;1;111;0;2;0;NJ;415;354-9062
142;30;154;7;270;0;1;0;0;1;75;1;97;1;83;1;5;0;MO;415;417-2054
9;31;8;8;8;1;1;0;0;1;130;32.95;98;1;102;0;2;0;NY;408;353-1941
73;0;7;10;5;1;0;0;0;0;130;29.82;105;1;85;0;4;0;AZ;415;328-1522
48;22;152;11;11;1;2;1;0;1;63;25.84;131;22;109;1;5;0;NJ;510;408-4529
43;0;10;8;5;0;0;0;0;0;147;2;121;1;100;0;3;0;WV;408;417-5320
122;33;7;10;7;1;1;1;0;1;103;29.73;105;1;116;0;3;0;NM;408;370-9755
93;0;8;11;130;0;0;0;0;0;68;1;64;1;92;0;4;0;SC;415;372-4835
85;0;7;9;9;0;1;0;0;0;122;29.99;123;1;50;0;1;0;VT;415;334-6605
59;0;7;10;11;5;3;0;0;0;95;1;65;1;97;1;5;0;TN;415;399-5564
87;0;10;163;6;0;1;0;0;0;90;38.88;99;1;90;0;3;0;LA;415;392-2887
137;0;144;8;5;1;0;0;0;0;90;1;100;1;93;0;2;0;OH;408;328-2110
21;31;6;271;7;0;6;0;0;1;90;1;84;1;89;0;7;0;OR;510;383-5976
129;0;14;8;191;0;0;1;0;0;118;56.83;104;1;83;0;6;0;DE;510;332-6181
104;0;5;5;11;13;0;0;0;0;77;1;117;0;63;1;6;0;KY;415;330-5255
93;21;6;7;8;0;4;1;0;1;105;1;128;1;90;0;2;0;GA;408;413-5190
63;0;278;11;9;1;4;1;0;0;102;2;114;1;118;0;4;0;VT;415;394-7447
161;0;4;9;9;0;0;0;0;0;70;1;122;1;126;0;5;0;OR;415;353-7096
50;0;8;8;6;0;3;0;0;0;94;1;104;1;124;0;8;0;TX;510;395-6002
103;24;5;10;11;0;1;0;0;1;85;1;102;1;81;1;4;0;MO;408;372-9816
84;33;7;6;9;13;1;0;0;1;106;1;101;1;108;0;18;0;ND;415;400-7253
92;0;9;9;9;9;1;0;0;0;105;2;118;1;105;0;4;0;MN;510;344-7470
77;0;6;13;8;0;1;0;0;0;112;1;111;1;82;0;1;0;NV;415;378-8572
64;0;14;10;11;1;1;1;1;0;55;58.96;79;1;102;1;9;0;NY;415;345-9140
159;15;5;6;8;0;1;0;0;1;102;1;146;1;137;0;9;0;FL;415;340-5460
110;27;11;11;7;0;1;1;1;1;103;2;74;1;106;0;2;0;KS;415;369-8024
138;0;7;5;9;17;3;0;0;0;117;1;128;0;115;0;4;0;NV;510;395-8595
178;0;11;8;6;1;1;0;0;0;150;46.82;62;1;126;0;3;0;NV;408;359-4587
38;31;8;10;12;0;0;0;0;1;118;1;70;1;104;1;2;0;SC;415;375-5439
50;35;8;6;9;0;2;0;0;1;97;32.74;101;0;101;0;2;0;MI;415;361-3779
45;26;4;6;3;0;1;0;0;1;104;1;119;1;103;0;5;0;MI;510;375-8934
70;0;5;6;11;0;0;0;0;0;99;1;106;1;96;0;2;0;TN;510;395-4757
147;33;10;10;9;0;3;0;0;1;107;42.76;110;1;87;0;6;0;NY;510;421-7205
94;0;8;6;6;0;1;0;0;0;108;1;95;1;97;0;5;0;NV;510;379-8805
179;0;5;8;8;0;0;0;0;0;101;1;99;1;103;0;5;0;IL;510;348-2150
116;0;9;9;6;0;2;0;0;0;91;36.94;95;1;76;0;3;0;MS;415;417-9128
59;0;7;10;7;1;0;0;0;0;80;1;99;1;105;0;3;0;ND;510;351-4226
165;0;9;7;2;0;0;0;0;0;109;1;94;1;91;0;3;0;NC;415;330-6630
133;0;12;10;5;1;2;1;0;0;138;2;117;1;103;0;4;0;MI;408;387-9137
140;0;5;7;11;0;1;0;0;0;84;1;121;1;94;1;4;0;TN;415;372-3987
93;32;6;7;10;0;2;0;0;1;91;1;72;1;115;0;3;0;VT;408;408-5183
52;38;7;9;172;0;0;0;0;1;88;28.78;97;1;86;0;3;0;OK;510;412-9357
64;27;8;6;6;1;1;0;0;1;101;1;89;1;127;0;3;0;DE;415;402-3599
12;0;9;5;220;0;2;0;1;0;117;36.84;126;0;110;0;4;0;ND;510;379-5211
48;0;8;13;6;0;2;0;0;0;92;1;85;26.99;113;6;4;0;OR;415;405-9217
181;0;6;8;9;6;1;0;0;0;91;1;58;1;95;0;7;0;NY;408;340-9200
168;42;4;8;7;0;2;0;0;1;57;1;98;1;124;0;2;0;MO;415;339-9026
155;0;8;7;7;0;3;0;0;0;111;30.84;92;1;122;0;3;0;FL;415;343-4772
105;0;10;11;169;0;0;0;0;0;83;41.89;101;1;151;0;4;0;ND;510;345-2108
11;0;6;12;194;0;2;0;0;0;130;1;50;1;100;0;6;0;NY;415;401-4650
182;0;4;8;11;8;2;0;0;0;111;1;120;1;91;1;5;0;ND;415;400-3945
104;0;7;193;9;1;1;0;0;0;93;1;54;1;94;0;5;0;NY;415;338-3781
102;0;5;3;13;12;0;0;0;0;125;1;126;0;101;1;4;0;OH;415;342-6316
122;0;10;9;9;0;0;0;0;0;96;2;120;1;91;0;2;0;AL;415;336-5920
41;0;6;6;8;0;1;0;0;0;117;1;108;1;110;0;3;0;SC;415;332-1060
132;0;7;10;7;0;2;0;0;0;132;1;80;1;120;0;4;0;GA;415;418-3426
76;0;11;10;7;0;1;1;0;0;148;44.78;69;1;101;0;5;0;WY;415;408-6326
13;0;6;6;9;0;1;0;0;0;74;24.89;92;1;96;0;3;0;WV;415;334-6142
115;33;145;8;10;1;2;0;0;1;72;24.65;157;1;138;0;3;0;HI;415;336-6128
67;0;7;7;5;0;1;0;0;0;91;1;69;1;71;0;12;0;WV;408;406-6708
154;0;7;6;8;0;0;0;0;0;99;1;97;1;89;0;5;0;LA;510;388-8670
100;0;6;8;5;0;2;0;0;0;87;1;88;1;117;0;8;0;AR;510;363-5853
146;0;133;11;9;0;1;0;1;0;65;1;93;1;128;0;3;0;AK;510;383-6544
148;11;11;12;11;1;1;0;0;1;129;42.99;88;1;99;1;1;0;DC;415;378-2940
67;28;95;12;7;10;2;0;0;1;94;1;73;24.75;114;0;2;0;AL;415;338-7683
161;0;8;10;11;1;1;1;1;0;106;1;105;1;129;0;1;0;UT;510;329-2786
70;0;9;9;9;0;1;0;0;0;114;37.88;113;1;122;0;0;0;KS;415;369-9465
116;0;8;10;9;1;0;0;0;0;82;1;95;1;130;0;5;0;MN;510;337-3769
99;42;216;10;9;0;2;1;0;1;125;36.72;104;1;100;0;4;0;VA;415;400-6257
87;0;6;7;7;0;1;0;0;0;108;24.87;102;1;66;0;9;0;UT;415;411-6663
87;0;10;6;9;0;1;0;0;0;85;39.92;91;1;93;0;5;0;IN;510;384-3101
70;0;8;9;7;0;2;0;0;0;111;33.76;115;1;105;0;6;0;CT;408;339-5329
131;0;4;9;7;1;2;0;0;0;80;1;101;1;108;0;9;0;DE;408;388-9944
119;0;8;9;7;10;2;0;0;0;74;1;113;1;111;0;1;0;VT;510;403-1769
119;32;6;9;171;12;3;0;0;1;77;1;126;1;102;0;2;0;MO;408;390-1612
87;0;6;165;7;0;0;0;1;0;80;1;71;1;102;0;5;0;RI;510;421-7214
112;0;5;114;6;1;5;1;0;0;92;1;143;0;79;0;3;0;CA;415;338-6962
75;0;5;9;11;0;2;0;0;0;89;1;104;1;91;1;2;0;RI;415;333-9826
150;0;8;9;10;0;4;0;0;0;77;1;105;1;117;0;5;0;CT;510;411-8549
161;38;10;8;9;1;0;0;0;1;112;40.87;102;1;112;0;6;0;IN;510;381-9234
91;24;4;8;10;0;0;0;1;1;112;1;128;1;133;0;3;0;FL;510;387-9855
124;0;7;9;7;0;3;0;0;0;104;26.96;77;1;104;0;8;0;KS;415;371-6990
94;0;10;147;4;0;4;0;1;0;109;2;88;1;99;0;4;0;NY;510;417-3046
217;0;7;7;13;0;4;0;0;0;115;29.99;128;1;107;1;3;0;TX;408;385-7082
158;0;9;10;10;0;0;0;0;0;129;2;108;1;75;0;5;0;RI;510;365-5886
102;0;6;11;9;0;0;0;0;0;87;1;128;1;59;0;7;0;NV;415;373-5196
85;0;9;10;7;0;0;0;0;0;107;2;103;1;116;0;3;0;UT;510;327-6194
79;0;147;7;10;0;1;0;0;0;72;24.99;102;1;107;0;9;0;OK;510;381-4565
139;25;4;7;8;1;2;0;0;1;112;1;70;1;84;0;10;0;MN;510;357-9832
103;0;11;7;9;0;0;0;0;0;118;44.78;69;1;112;0;2;0;NC;415;396-4845
98;0;1;11;7;0;1;0;1;0;67;0;90;1;88;0;9;0;OR;415;378-6772
78;0;7;8;10;0;2;0;0;0;116;1;86;1;100;0;3;0;NH;408;353-4296
50;0;8;2;8;0;1;0;0;0;107;1;118;0;99;0;3;0;AK;408;362-8331
161;0;7;6;6;0;1;0;0;0;109;1;86;1;78;0;2;0;OR;415;362-4685
67;0;8;4;8;7;0;0;0;0;101;1;122;0;119;0;3;0;KS;408;383-1431
86;38;123;6;6;1;1;0;0;1;158;1;119;0;103;0;4;0;WV;415;332-2258
92;0;208;8;3;0;0;0;0;0;125;1;76;1;97;0;6;0;GA;510;375-8304
174;0;10;8;4;0;1;0;0;0;72;40.66;124;1;116;0;3;0;NM;415;340-5580
124;0;193;4;7;1;1;0;0;0;97;32.81;99;0;104;0;3;0;OH;510;362-1490
132;31;7;10;7;0;1;0;0;1;101;29.67;105;1;76;0;9;0;ND;415;336-4281
190;26;5;6;7;0;1;0;0;1;71;1;88;1;103;0;3;0;RI;415;361-1315
101;0;4;150;10;0;1;0;0;0;127;1;104;1;116;0;2;0;HI;510;342-5906
185;30;6;5;11;1;2;0;1;1;114;1;106;0;105;1;3;0;WY;415;405-7904
68;29;10;8;7;0;0;0;0;1;82;40.72;105;1;70;0;6;0;NY;415;349-4762
117;25;216;9;11;0;0;0;0;1;140;36.72;69;1;112;1;4;0;KS;510;385-3263
118;0;8;7;10;1;1;0;0;0;97;31.86;89;1;97;0;6;0;LA;408;405-9496
124;0;7;10;5;0;0;0;0;0;119;1;143;1;115;0;5;0;PA;415;396-6775
22;0;7;9;8;1;1;0;0;0;108;1;88;1;115;0;4;0;NV;510;393-6475
75;0;6;9;173;0;1;0;0;0;92;1;142;1;96;0;9;0;MN;415;379-7779
134;0;9;10;7;5;1;0;0;0;122;1;155;1;107;0;9;0;PA;408;408-8650
164;25;9;6;2;1;1;0;0;1;88;2;99;1;60;0;6;0;MO;408;400-3497
44;0;6;7;9;0;1;0;0;0;77;1;114;1;77;0;4;0;NY;510;407-9244
177;0;10;7;9;1;2;0;0;0;106;2;97;1;77;0;7;0;ME;415;406-8809
110;0;162;10;6;0;0;0;0;0;81;1;89;1;99;7;8;0;NH;408;358-1778
53;27;1;9;10;0;1;0;0;1;119;0;96;1;64;0;7;0;WY;415;337-4339
108;0;6;5;10;1;4;1;0;0;123;1;86;0;75;0;4;0;NY;415;344-7197
80;0;13;222;7;0;0;1;0;0;113;54.79;95;1;123;0;8;0;ME;408;333-7631
158;0;9;9;210;0;1;0;0;0;112;35.68;82;1;93;0;3;0;MN;408;372-6623
114;0;8;7;9;0;0;0;0;0;88;1;78;1;118;0;0;0;OH;415;363-2602
64;19;12;9;9;0;1;0;0;1;150;2;123;1;67;0;2;0;NC;408;387-7757
88;0;9;9;7;0;3;0;0;0;115;36.65;85;1;65;0;1;0;SD;415;397-5381
82;0;9;9;7;1;3;0;1;0;101;1;87;1;86;0;6;0;UT;510;406-4604
111;0;11;9;7;1;3;0;0;0;97;2;129;1;84;0;5;0;KY;415;376-9513
60;0;11;9;5;1;2;0;0;0;97;42.96;121;1;100;0;4;0;MT;408;360-1852
113;0;6;10;10;0;3;0;0;0;72;1;107;1;123;0;6;0;NJ;408;421-7270
109;0;217;207;268;0;1;0;0;0;115;36.89;142;1;106;1;4;0;FL;408;371-9482
105;42;4;9;10;1;0;0;0;1;79;1;97;1;77;0;2;0;IN;510;337-4101
85;0;9;8;7;1;2;0;0;0;100;35.96;88;1;131;0;4;0;DE;510;420-2796
131;0;6;8;7;0;0;0;0;0;86;1;81;1;83;0;3;0;AL;510;366-4225
59;0;7;10;5;10;2;0;0;0;95;1;87;1;108;0;3;0;ME;510;398-4567
148;0;8;7;7;0;1;0;0;0;87;1;96;1;104;0;13;0;SD;408;388-4571
210;0;4;6;11;0;2;0;0;0;121;1;71;1;67;0;8;0;VA;408;360-8666
115;0;10;159;10;0;0;0;0;0;105;41.68;109;1;74;0;8;0;AK;415;333-3704
106;0;11;8;7;6;1;0;0;0;120;46.65;82;1;62;0;3;0;ID;510;383-2566
93;0;4;10;10;1;1;0;0;0;78;1;129;1;114;0;4;0;RI;415;406-5584
57;29;12;9;10;13;1;0;0;1;121;2;109;1;94;0;2;0;KY;415;344-4691
98;0;8;8;8;0;1;0;0;0;127;31.82;88;1;129;0;4;0;ND;510;347-9737
157;0;12;7;6;0;3;0;0;0;95;46.95;119;1;79;0;4;0;HI;415;333-7961
116;35;8;11;9;0;1;0;0;1;104;1;89;1;100;0;4;0;WI;415;364-2439
30;0;7;244;8;0;2;0;0;0;96;1;122;1;89;0;4;0;WV;510;411-8043
111;0;7;4;9;0;4;1;0;0;128;1;56;0;84;0;2;0;NJ;510;332-5084
52;0;7;9;9;1;0;0;0;0;78;1;89;1;124;0;6;0;KS;415;413-4831
72;0;9;8;8;0;4;0;0;0;93;2;113;1;91;0;5;0;AL;415;343-4806
135;28;8;10;6;1;2;1;0;1;100;1;117;1;131;0;4;0;NJ;510;401-8735
86;0;8;7;11;0;3;0;0;0;115;1;130;1;89;1;5;0;NC;510;391-8626
98;29;7;8;7;1;3;0;0;1;97;1;89;1;76;0;7;0;DE;415;327-5817
151;0;10;3;9;0;3;0;0;0;104;2;91;0;116;0;2;0;WY;510;381-4712
118;0;6;8;9;0;0;0;0;0;112;1;60;1;155;0;1;0;ID;415;335-3320
117;0;6;11;11;0;2;0;0;0;115;1;66;22;113;0;9;2;NY;415;415-8780
55;0;189;5;10;1;0;0;0;0;100;1;99;0;87;0;6;0;MO;510;362-1146
82;0;101;6;13;1;0;0;0;0;93;1;104;1;93;1;2;0;ID;408;352-7413
152;0;9;12;2;0;1;0;0;0;98;1;82;24.89;121;0;4;0;IA;415;387-6716
108;15;7;267;10;0;1;0;0;1;85;1;93;1;114;0;4;0;TN;408;352-1127
98;0;165;8;7;1;1;1;0;0;129;1;113;1;94;0;7;0;OH;408;368-1288
130;0;6;11;11;0;3;0;0;0;95;1;97;1;103;1;3;0;IL;415;403-5279
136;0;8;9;6;0;1;0;1;0;122;33.86;114;1;105;0;7;0;FL;408;397-9333
47;0;6;8;247;1;3;0;0;0;116;1;85;16;73;0;4;0;MA;415;411-7353
189;0;9;10;7;0;3;0;0;0;106;1;123;1;120;0;5;0;OK;415;383-2537
107;0;7;7;150;1;1;0;0;0;79;26.71;124;1;138;0;6;0;KY;415;330-4419
91;0;6;7;10;0;5;1;0;0;165;1;121;1;81;0;4;0;MI;415;390-7930
159;0;8;10;242;0;1;1;0;0;105;1;147;1;106;0;5;0;NE;415;362-5111
11;24;5;10;12;10;2;0;0;1;98;1;111;1;87;1;3;0;VA;408;358-6796
167;0;7;10;10;0;1;0;0;0;85;1;135;1;95;0;5;0;NY;415;409-7494
111;0;6;5;10;1;2;0;0;0;75;1;106;0;94;0;9;0;MT;408;400-1636
99;19;4;223;8;0;2;0;0;1;103;1;86;1;112;0;4;0;VT;408;389-2747
159;19;8;8;9;1;0;0;0;1;78;1;71;1;101;0;3;0;KS;415;415-2176
114;31;7;9;5;1;2;0;1;1;104;29.67;92;1;91;0;10;0;VA;415;377-8067
71;0;4;6;7;9;2;0;0;0;103;1;79;1;98;0;2;0;AL;415;362-7835
122;0;1;8;10;1;1;0;0;0;62;0;89;1;58;0;2;0;PA;415;361-5225
100;25;10;6;8;13;1;0;0;1;94;41.92;112;1;109;0;5;0;AL;408;333-3447
83;37;3;9;7;0;1;0;0;1;109;1;101;1;102;0;4;0;WV;415;341-3044
64;0;6;7;216;1;5;1;0;0;73;1;101;1;125;0;2;0;NV;408;350-7306
105;0;9;11;5;9;1;0;0;0;84;1;138;1;91;0;3;0;TN;408;353-8849
144;33;10;8;9;1;2;0;0;1;87;42.77;118;1;97;0;3;0;ID;415;402-3476
106;26;11;9;254;1;1;1;1;1;111;45.95;90;1;133;0;7;0;WY;415;338-6018
19;34;7;9;11;0;1;0;0;1;97;26.62;97;1;135;1;1;0;TX;510;409-3520
46;0;6;9;7;1;1;0;0;0;81;1;113;1;77;0;6;0;MA;408;357-1085
127;0;9;8;7;0;2;0;0;0;108;2;124;1;113;0;3;0;IL;510;353-3285
9;39;9;7;8;0;1;0;0;1;108;2;115;1;117;0;3;0;LA;415;409-9885
157;0;196;9;8;0;1;0;0;0;74;1;96;1;81;0;6;0;CO;415;388-7701
105;0;4;10;6;0;6;1;0;0;71;1;83;1;114;0;4;0;UT;415;385-8184
105;29;7;11;10;10;0;0;0;1;113;1;100;1;105;0;5;0;MI;415;345-2863
155;0;9;6;6;0;2;0;0;0;30;36.84;125;1;106;0;1;0;NH;408;353-6300
31;0;7;6;7;0;0;0;0;0;129;1;105;1;92;0;2;0;ID;415;389-5649
161;0;6;9;9;4;1;0;0;0;117;25.77;87;1;68;0;5;0;WA;415;378-8137
95;32;11;7;8;0;0;0;0;1;123;2;82;1;57;0;5;0;MN;408;340-4627
122;0;7;4;9;0;3;0;0;0;110;1;84;0;103;0;7;0;NY;415;352-6833
37;0;4;6;10;0;2;0;1;0;76;1;89;1;113;0;8;0;MD;415;420-2000
132;0;8;5;7;0;5;1;0;0;106;32.86;94;0;119;0;4;0;GA;415;368-5437
119;24;9;6;6;0;0;0;0;1;94;36.92;52;1;85;0;4;0;HI;408;418-8170
16;0;9;7;4;0;1;0;0;0;89;35.62;85;1;102;0;4;0;AL;408;403-9417
99;0;4;9;136;0;1;0;0;0;105;1;101;1;117;0;5;0;CT;408;330-6165
